Country Name,Country Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Georgia,GEO,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,23794585966,25925841224,27008392873,27695191842,29279139532,30388629067,28669874826,30787661142,32576805249,34926797195,37990461931,43482549789,41389837609
Germany,DEU,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.85E+12,1.87E+12,1.85E+12,1.85E+12,1.87E+12,1.88E+12,1.90E+12,1.90E+12,1.91E+12,1.91E+12,1.92E+12,1.95E+12,1.98E+12,1.99E+12,2.01E+12,2.05E+12,2.10E+12,2.13E+12,2.16E+12,2.20E+12,2.07E+12,2.10E+12,2.18E+12
Ghana,GHA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,57137889332,60587262756,69749236910,71248471295,83578664108,88534887512,94173276127,1.13E+11,1.07E+11,1.10E+11,1.08E+11,1.14E+11,1.19E+11,1.36E+11,1.38E+11,1.48E+11,1.54E+11
Gibraltar,GIB,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.83E+11,1.89E+11,1.99E+11,2.08E+11,2.15E+11,2.22E+11,2.29E+11,2.38E+11,2.46E+11,2.42E+11,2.26E+11,2.07E+11,1.91E+11,1.85E+11,1.84E+11,1.84E+11,1.83E+11,1.87E+11,1.90E+11,1.94E+11,1.79E+11,1.90E+11,2.04E+11
Greenland,GRL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,54113384552,56158936531,58049953120,60290528541,62612669711,65291719700,68349434926,72033537415,75166674305,74944683058,77527895387,80350123196,82874165030,85943097809,89843832250,94464408322,98310849727,1.02E+11,1.05E+11,1.10E+11,1.08E+11,1.17E+11,1.22E+11
Guinea,GIN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,15511248734,16477140901,15970850301,15942382525,15608591084,16234499434,17531850036,19159640212,18797597521,20113395694,21504436733,21716956070,22479099137,24672433116,25766572303,26660165254,28233169576
Guinea-Bissau,GNB,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1459522602,1659232284,1696231584,1592321670,1709987155,1647706560,1743581620,1761589433,1864840125,1913937196,2157110810,2099302114,2097147665,2132898796,2044518037,2272058348,2518185439,2937477300,2558923459,2587951834,2487106552,..,..
Guyana,GUY,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,21190663357,21250050106,21399406848,21797967651,21483891995,22048883021,22338982169,23022524225,23131274794,25339471686,23651607747,24482688804,24755609854,26153074103,26147550547,27314528378,28841021843,30295496180,31539078995,31215651845,29952774888,30307597634,30091494440
Honduras,HND,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,19005715077,19868643810,20699811850,21611124638,22687134633,24079945585,26172499279,27761516262,28592205751,28612355279,29656302337,30724051025,32037447649,33244530324,34094059622,35424281102,36841069993,38757592371,40902484464,42815279179,40141814586,46304598171,49130418384
Hong Kong SAR China,HKG,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.52E+11,1.54E+11,1.52E+11,1.50E+11,1.61E+11,1.66E+11,1.77E+11,1.92E+11,1.96E+11,1.96E+11,2.08E+11,2.25E+11,2.35E+11,2.45E+11,2.54E+11,2.66E+11,2.71E+11,2.86E+11,3.01E+11,2.99E+11,2.67E+11,2.82E+11,2.78E+11
Hungary,HUN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,93454260256,97695165335,1.05E+11,1.14E+11,1.17E+11,1.20E+11,1.22E+11,1.23E+11,1.21E+11,1.13E+11,1.12E+11,1.13E+11,1.10E+11,1.10E+11,1.13E+11,1.17E+11,1.23E+11,1.29E+11,1.35E+11,1.42E+11,1.40E+11,1.47E+11,1.56E+11
Iceland,ISL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,5850191703,5687011470,5645792624,5981071314,6408639043,7156162159,7431646266,7923444345,7392896068,6468863478,6451930897,6590245588,6710167280,6781853867,6978896919,7291971093,7782991843,8402921807,8808780099,8962521688,8661568944,9277489645,10064173199
India,IND,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.87E+12,1.98E+12,2.04E+12,2.16E+12,2.27E+12,2.44E+12,2.56E+12,2.75E+12,2.87E+12,3.01E+12,3.21E+12,3.45E+12,3.64E+12,3.91E+12,4.16E+12,4.49E+12,4.85E+12,5.15E+12,5.52E+12,5.81E+12,5.50E+12,6.12E+12,6.58E+12
Indonesia,IDN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,7.04E+11,7.28E+11,7.56E+11,7.86E+11,8.25E+11,8.57E+11,8.84E+11,9.29E+11,9.78E+11,1.03E+12,1.07E+12,1.13E+12,1.19E+12,1.26E+12,1.32E+12,1.39E+12,1.46E+12,1.53E+12,1.61E+12,1.69E+12,1.65E+12,1.68E+12,1.76E+12
Iran Islamic Rep.,IRN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,3.14E+11,3.33E+11,3.70E+11,3.75E+11,4.08E+11,4.37E+11,4.71E+11,5.31E+11,5.12E+11,5.22E+11,5.45E+11,5.69E+11,5.58E+11,5.53E+11,5.56E+11,5.54E+11,5.78E+11,5.87E+11,5.76E+11,5.49E+11,5.52E+11,5.74E+11,6.23E+11
Iraq,IRQ,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,1.13E+11,1.15E+11,1.47E+11,1.52E+11,1.52E+11,1.90E+11,1.95E+11,2.02E+11,1.96E+11,2.02E+11,2.05E+11,2.10E+11,2.13E+11,2.02E+11,2.07E+11,..
Ireland,IRL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,64093856325,67128258746,69568965472,71511191490,74241071035,79455400683,84530408334,90172428054,90344747665,85534897570,85793316554,84636390778,84069566724,84345013436,86624688664,89566463883,93881226833,96309105171,99975872333,1.02E+11,91386215881,99113133791,1.08E+11
Isle of Man,IMN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,86829610088,90212665325,91614804799,91842833966,96640666994,99954707370,1.05E+11,1.13E+11,1.15E+11,1.17E+11,1.22E+11,1.28E+11,1.31E+11,1.35E+11,1.41E+11,1.46E+11,1.55E+11,1.60E+11,1.66E+11,1.73E+11,1.60E+11,1.78E+11,1.91E+11
Italy,ITA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.30E+12,1.31E+12,1.31E+12,1.32E+12,1.33E+12,1.35E+12,1.37E+12,1.39E+12,1.37E+12,1.35E+12,1.37E+12,1.37E+12,1.32E+12,1.28E+12,1.29E+12,1.31E+12,1.33E+12,1.35E+12,1.36E+12,1.36E+12,1.22E+12,1.28E+12,1.35E+12
Jamaica,JAM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,22783683692,23489055442,20891269764,20633332689,21422388271,21211593408,21065939346,20887682857,20866481672,20833526960,21077788950,21286181867,21503990415,..,..,..
Japan,JPN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,2.30E+12,2.35E+12,2.38E+12,2.40E+12,2.43E+12,2.47E+12,2.49E+12,2.51E+12,2.48E+12,2.46E+12,2.51E+12,2.50E+12,2.55E+12,2.62E+12,2.59E+12,2.59E+12,2.58E+12,2.60E+12,2.61E+12,2.59E+12,2.48E+12,2.50E+12,2.55E+12
Jordan,JOR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70893840451,..,..,..,..,..
Kazakhstan,KAZ,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,67416224225,72844534145,74737821533,83545804643,95119977009,1.05E+11,1.19E+11,1.31E+11,1.41E+11,1.42E+11,1.58E+11,1.77E+11,1.95E+11,2.15E+11,2.18E+11,2.22E+11,2.25E+11,2.28E+11,2.42E+11,2.57E+11,2.47E+11,2.63E+11,2.68E+11
Kenya,KEN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,77093360291,80290982678,80968091332,82751559536,84754103935,90234668477,99190343403,1.04E+11,1.03E+11,1.08E+11,1.13E+11,1.19E+11,1.24E+11,1.31E+11,1.37E+11,1.45E+11,1.51E+11,1.59E+11,1.66E+11,1.75E+11,1.72E+11,1.83E+11,1.88E+11
Kiribati,KIR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Korea Dem. People's Rep.,PRK,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Korea Rep.,KOR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,5.30E+11,5.61E+11,6.12E+11,6.09E+11,6.12E+11,6.40E+11,6.72E+11,7.07E+11,7.19E+11,7.20E+11,7.52E+11,7.74E+11,7.87E+11,8.00E+11,8.16E+11,8.34E+11,8.56E+11,8.80E+11,9.08E+11,9.27E+11,8.82E+11,9.14E+11,9.52E+11
Kosovo,XKX,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,10226212961,10863861236,11197833446,11576267722,11925544553,12359702091,13083549833,13214084219,13709176516,14125645291,14741786612,15572456460,15959688386,17126403835,17910183508
Kuwait,KWT,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,63661504402,65464665290,70914780690,74409862028,78069472637,80753231492,81677126635,84568045828,87979927976,89986853372,..,..,..
Kyrgyz Republic,KGZ,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22475522188,..,..,..,..,..
Lao PDR,LAO,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,15463316075,16255574055,17255820710,18648977200,20556284136,22688136466,26870135538,29902884915,27432026878,23124876628,23612770138,23596640905,24925891952,26546409669,26740138898,27340386886,28295325600,29123542589,30006169254,30012601989,28716239486,30808108863,32652850431
Lebanon,LBN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,46573582752,49041982637,50268032203,52027413330,55011591215,53246108497,54949994064,58949954576,64553996444,72969191484,79383161727,76977109327,84428800496,87922404443,92043309522,93806085472,94098616065,94022506419,91654440419,89465107705,76895288222,78515080493,..
Lesotho,LSO,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,2276392565,2311669406,2705248046,2881632178,3063895740,3300523956,3612445378,3298066507,3698967361,4004159076,4379920305,4590311983,4672643727,4622608462,4640311067,5005377350,4922970977,5247085159,5252249365,5038524026,5178523522,5135811814,5061981285
Liberia,LBR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57469884825,..,..,..,..,..
Liechtenstein,LIE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,26202369306,27291839810,28933792776,32221693049,35723134561,39852628365,43489466263,48914497707,50810454132,41973723117,40680591783,42436906516,43746515039,45631867687,47317887062,49236518864,51247505592,53074653465,55001917180,56509987983,54622572785,59066223490,60267065277
Luxembourg,LUX,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,13041985877,13474410032,14170034663,14514528469,14686860654,14613762854,15216096140,15577351985,15948036745,16317814324,16859298337,17137669289,17554453920,17689138675,18222665943,18777757653,19408308388,19985864258,20513151066,21033752887,19250286405,21438346556,21930546506
Macao SAR China,MAC,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,7046140003,7177643207,7601429077,7862035790,8483396424,8997730729,9677163945,10682475538,11269920504,11407342951,11997507570,13353974310,14371924288,15340440580,16200490727,16487974007,16319835483,16708265869,17398257737,17905392961,15173581893,16595800234,15626963983
Madagascar,MDG,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,20376874954,20536492964,20655306646,22590823229,23779472685,23753907888,24198611961,22651928434,24041538249,24648999306,25778081507,26372129570,27173265378,29004530867,28250501880,29093596831,30185437448,30532855195,31660359762,32615244648,33324255511,34325568577,35183711224
Malawi,MWI,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.45E+11,1.49E+11,1.55E+11,1.68E+11,1.84E+11,2.01E+11,2.14E+11,2.36E+11,2.57E+11,2.58E+11,2.76E+11,2.95E+11,3.20E+11,3.43E+11,3.67E+11,3.89E+11,4.12E+11,4.40E+11,4.75E+11,5.12E+11,4.92E+11,5.01E+11,5.57E+11
Maldives,MDV,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,13269701852,14225874545,13923166714,15011335061,15686057972,16747584537,17512664367,18538632621,20026258484,21168251298,23414870519,23930009244,24212759830,26103669274,28340613955,30122628310,31887079321,32975491578,33964756326,35255417066,35925269990,37003028090,38483149213
Malta,MLT,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8393505252,..,..,..,..,..
Marshall Islands,MHL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,5907482732,5933147931,6184138875,6454189670,6553025430,6883442348,7210488468,7801193333,8316477525,8513141732,8807897279,9076251769,9735520503,9931181187,10229569587,10672826210,11132331729,11446160651,11873511932,12179808585,12299223265,12704409688,13060988241
Mauritius,MUS,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,9734286324,10022832926,10354275675,10840712337,11743874221,12592000042,13339093219,13934270296,14869082168,15179886072,15580074340,15970293809,16408012384,16840906174,17283868836,17790642054,18316126565,18907656127,19515461795,20130524882,17046919668,17563192015,18142679438
Mexico,MEX,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.10E+12,1.13E+12,1.15E+12,1.17E+12,1.20E+12,1.23E+12,1.28E+12,1.30E+12,1.31E+12,1.22E+12,1.27E+12,1.33E+12,1.36E+12,1.40E+12,1.43E+12,1.46E+12,1.49E+12,1.52E+12,1.54E+12,1.56E+12,1.39E+12,1.50E+12,1.60E+12
Micronesia Fed. Sts.,FSM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,9622803194,10210596012,10847706999,12861054659,13664541833,15529163038,16743526622,17343214625,18355493032,16883119862,18486355364,20190780499,20377342592,21679816928,22866915822,22312429089,22666488202,23953695709,24756687431,25817095966,23861674236,27973339391,26265971397
Monaco,MCO,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,9787598396,11336702420,12810635904,14787842681,15719120616,16998739728,17298104376,18041564953,20157986804,21335127491,21774245291,20500028454,22152352082
Montenegro,MNE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,6140697271,6865089912,7630887902,6543728651,6674352297,6705260148,6443417772,6545772296,6732908084,6882744084,7251774740,7537143832,7883141067,8124562650,7747119900,8060849464,8844171125
Morocco,MAR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,80750248262,81724339391,84589111431,89676808175,93675733380,96790925765,1.03E+11,1.08E+11,1.16E+11,1.21E+11,1.25E+11,1.32E+11,1.38E+11,1.42E+11,1.47E+11,1.50E+11,1.53E+11,1.59E+11,1.63E+11,1.66E+11,1.57E+11,1.68E+11,1.67E+11
Mozambique,MOZ,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,6272312294,6836903086,6736824277,7296397496,7435145635,7493791412,8145541996,8643408785,9748642218,11104339657,10490469498,11421529999,12517582477,13701085913,14298132163,16262153506,18833670350,17561105828,17527644648,17509901666,15785895466,17793644897,20352286325
Nauru,NRU,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,48047919570,49753009121,51324908610,51821765076,54253818783,57184853388,58994856604,59745325535,63133236889,67067938790,67451677969,69499000392,71339490137,73510867654,75409435714,78543342486,79161773443,84045926100,90886824560,94155169971,1.02E+11,1.09E+11
Netherlands,NLD,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,3.47E+11,3.54E+11,3.59E+11,3.58E+11,3.61E+11,3.64E+11,3.64E+11,3.70E+11,3.74E+11,3.67E+11,3.67E+11,3.67E+11,3.63E+11,3.60E+11,3.61E+11,3.68E+11,3.72E+11,3.80E+11,3.88E+11,3.92E+11,3.67E+11,3.83E+11,4.08E+11
New Caledonia,NCL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,57904291635,59470136764,62430780612,66305065316,69848381885,73069072217,75167527688,78019702291,77397397148,78580819721,80302415626,82836136881,84748943094,87984931000,90894816447,94736421821,1.01E+11,1.06E+11,1.11E+11,1.13E+11,1.13E+11,1.19E+11,1.23E+11
Nicaragua,NIC,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,13819945562,14488800556,15121770864,15372678077,15669523663,16201638378,16663736703,17457937385,18019979144,18324698502,18878812042,19373291590,20162838752,20935150657,21821732321,22967187558,24275688334,24930972838,23794135230,23367562598,23274319853,25309803805,26814614168
Niger,NER,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,8366718423,8943101251,9392388791,9751639876,10103066940,10229751794,10635105654,11057292121,11061016500,11754831695,12520417725,13022079800,13993395788,14633915556,14931112692,15957720454,17490787048,18939821847,20183655534,21019852112,22127661171,22762213423,24123207781
Nigeria,NGA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,11863800047,10665340151,11725369170,12252045590,13169934744,14114756862,14640006748,15754415250,16508709464,15963088670,16565827892,15678010079,15865970223,16161262799,16514700907,17246398819,17915329228,18289252367,18966228428,19676699512,18730736165,20508719370,21141601054
Northern Mariana Islands,MNP,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,86014236918,87788591439,90541579053,93432231232,98523694409,1.03E+11,1.08E+11,1.14E+11,1.16E+11,1.16E+11,1.20E+11,1.23E+11,1.27E+11,1.31E+11,1.33E+11,1.37E+11,1.39E+11,1.42E+11,1.44E+11,1.45E+11,1.36E+11,1.43E+11,1.52E+11
Oman,OMN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,18239619513,19249856688,19368867947,22048185618,23409839407,24061872994,25253517675,30125052414,31819892398,35781295094,37904682683,40590491912,45027417097,46415823311,48290266536,50082202015,52629510137,57523073022,58064589380,55852528251,61182480296,65320304469,..
Pakistan,PAK,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,4.29E+11,4.46E+11,4.47E+11,4.62E+11,5.00E+11,5.61E+11,5.70E+11,5.99E+11,6.09E+11,6.13E+11,6.27E+11,6.52E+11,6.78E+11,6.98E+11,7.38E+11,7.60E+11,8.19E+11,8.76E+11,9.39E+11,9.92E+11,9.64E+11,1.05E+12,1.13E+12
Palau,PLW,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64296372950,..,..,..,..,..
Papua New Guinea,PNG,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,27366706652,28873241356,28065435483,30258536675,31682561092,31972702987,33251112389,34911389922,36968189669,37316623018,40765740968,42738691529,44153249499,46203026754,49081117388,50068330425,51900656190,54378746738,56742051405,57771718864,55708922656,59100346072,60426735836
Peru,PER,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.01E+11,1.02E+11,1.07E+11,1.09E+11,1.13E+11,1.17E+11,1.25E+11,1.35E+11,1.47E+11,1.52E+11,1.66E+11,1.78E+11,1.91E+11,2.02E+11,2.10E+11,2.19E+11,2.27E+11,2.33E+11,2.42E+11,2.50E+11,2.25E+11,2.53E+11,2.62E+11
Philippines,PHL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,2.63E+11,2.74E+11,2.88E+11,3.03E+11,3.21E+11,3.36E+11,3.50E+11,3.66E+11,3.80E+11,3.90E+11,4.04E+11,4.27E+11,4.56E+11,4.82E+11,5.10E+11,5.43E+11,5.82E+11,6.16E+11,6.52E+11,6.90E+11,6.35E+11,6.62E+11,7.17E+11
Poland,POL,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,3.60E+11,3.67E+11,3.81E+11,3.87E+11,4.03E+11,4.11E+11,4.30E+11,4.54E+11,4.85E+11,5.01E+11,5.16E+11,5.28E+11,5.33E+11,5.33E+11,5.50E+11,5.71E+11,5.92E+11,6.28E+11,6.57E+11,6.80E+11,6.56E+11,6.96E+11,7.33E+11
Portugal,PRT,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.72E+11,1.73E+11,1.75E+11,1.75E+11,1.79E+11,1.82E+11,1.85E+11,1.90E+11,1.92E+11,1.88E+11,1.92E+11,1.85E+11,1.75E+11,1.73E+11,1.78E+11,1.81E+11,1.86E+11,1.90E+11,1.95E+11,2.01E+11,1.87E+11,1.96E+11,2.07E+11
